"Id","StationID","BoilerID","PeriodType","PeriodValue","KPD","Production","Consumption"
1,2,"01",0,5,"92.38013615076353","4442.475","772.4202"
2,2,"04",0,5,"92.58235802089864","5817.276","1011.0325999999999"
3,3,"09",0,5,"88.48865711792686","3599","566.6088"
4,3,"11",0,5,"92.12949485553165","3646","526.8765999999999"
5,3,"12",0,5,"91.8263820830429","3720","569.561"
6,3,"13",0,5,"91.68765564625991","3533","601.4902"
7,7,"01",0,5,"91.1664073213954","5893.732","867.6652"
8,7,"04",0,5,"91.6756492193762","5970.615","940.4402"
9,7,"05",0,5,"91.70352315977459","5816.764","908.1306000000001"
10,9,"01",0,4,"88.41138064460206","2944","372.059"
11,9,"02",0,5,"89.90114397659127","2928","401.218"
12,9,"05",0,5,"89.57016659112652","2507","330.5086"
13,9,"06",0,5,"91.1187961013682","2947","420.7630000000001"
14,9,"11",0,5,"90.23299404072243","8274.403","1189.5066000000002"
15,14,"08",0,5,"89.82934436311095","2163.475","334.972"
16,14,"10",0,4,"90.08536931437072","1771.565","249.71949999999998"
17,15,"01А",0,4,"89.72883242501771","126","520.14775"
18,15,"01Б",0,4,"90.24129235930874","4874","735.529"
19,15,"05А",0,5,"89.88161955117354","4825","764.3756000000001"
20,15,"05Б",0,5,"88.18171084302104","4919","793.0336"
21,17,"08",0,5,"93.49454818783893","4893","734.7912"
22,17,"09",0,5,"90.2793606412864","4170","578.3126"
23,17,"10",0,5,"92.27963584046196","4513","680.6351999999999"
24,21,"04",0,5,"90.60749164014643","2286","330.3766"
25,21,"05",0,4,"86.82160757256274","2064","384.85650000000004"
26,22,"07M",0,5,"89.042","1705.555","0.10880000000000001"
27,22,"10M",0,5,"88.672","2111.837","0.10880000000000001"
28,22,"13M",0,5,"90.999","2214.602","0.10880000000000001"
29,22,"14M",0,5,"89.795","4846.964","0.10880000000000001"
30,22,"16M",0,5,"87.73","4685.407","0.10880000000000001"
31,24,"01А",0,5,"91.67823513522251","4035.749","668.0692"
32,24,"01Б",0,5,"91.98265437481703","4037.28","676.394"
33,24,"02А",0,5,"91.13796885778228","4055.251","677.7552"
