"Id","StationID","TurbinID","PeriodType","PeriodValue","URT","Consumption"
175,19,"04",2,128,"2105.6518357137625","867.1180942495206"
176,19,"05",2,145,"2036.0760138595049","1207.164088576821"
177,19,"06",2,190,"1414.9652771567808","2385.536375165115"
178,19,"07",2,168,"1504.469001100233","2610.576254730138"
179,20,"01",2,159,"1642.6242481488289","6941.9552325790555"
180,20,"04",2,216,"1654.7220881374283","6835.054745064074"
181,20,"06",2,223,"1711.993799639619","7488.070353175978"
182,21,"03",2,243,"2484.435825223798","1516.9767165317667"
183,22,"01",2,136,"957.3908348140371","118.56166414437527"
184,22,"03",2,221,"2056.4711881495014","1922.931437785258"
185,22,"04",2,180,"1742.9474431472638","1660.282493220092"
186,22,"05",2,191,"2284.8883680792073","2010.5909686081234"
187,22,"07",2,225,"2274.7186585893987","4754.10102243328"
188,22,"08",2,200,"2145.3244132521427","4208.91700740976"
189,24,"01",2,103,"2381.1744343248683","8124.382972027259"
190,24,"02",2,257,"2376.676216224108","8094.536484739049"
191,24,"04",2,232,"2303.862556324813","7769.607875141711"
192,24,"05",2,237,"2454.04505986407","3299.5273670952347"
193,24,"06",2,228,"2385.288728486395","8174.267470340983"
194,24,"08",2,218,"2397.319388044512","8330.913075643824"
195,24,"09",2,228,"2162.4985021794505","6029.779909965887"
196,24,"10",2,149,"2082.9361107542313","5972.390691686388"
197,25,"01",2,244,"2058.3244056786793","11745.437317974161"
198,25,"02",2,145,"1990.9451116800556","12056.79509282137"
199,25,"05",2,217,"1887.7158439918164","10885.471888920201"
200,25,"06",2,163,"2014.7426365457636","11798.292224203164"
201,25,"07",2,105,"2023.487537226928","18652.48134165293"
202,25,"08",2,237,"2038.287852344409","20720.4467078075"
203,25,"09",2,191,"1972.9996430655997","20376.124579990523"
204,26,"01",2,207,"2359.2714266445137","5277.075932746581"
205,26,"02",2,158,"2706.242307144291","4560.961094935731"
206,26,"07",2,218,"2271.2002141710914","7106.807000406884"
207,26,"08",2,130,"2108.9384996884814","9311.167056860955"
