"Id","StationID","BoilerID","PeriodType","PeriodValue","KPD","Production","Consumption"
1,2,"01",0,7,"92.24892890951563","5274.73","827.3741428571429"
2,2,"02",0,7,"91.45230041931107","4895.915","737.5362857142858"
3,2,"03",0,7,"89.93255371044172","5123.395","781.7128571428572"
4,2,"04",0,7,"92.12189128938161","7061.28","1033.5907142857143"
5,2,"06",0,7,"91.39744278101134","6341.475","949.2702857142857"
6,3,"09",0,8,"88.74549424905311","5269","722.0658749999999"
7,3,"10",0,8,"89.252372811086","3006","491.989125"
8,3,"13",0,8,"90.35248932044087","3957","577.663125"
9,4,"05",0,7,"90.00683463669768","2546.855","403.096"
10,4,"06",0,7,"88.34173335734818","2810.423","414.8227142857143"
11,4,"07",0,7,"88.37200047554703","2765.514","411.25571428571436"
12,4,"08",0,7,"87.25727354280478","2769.291","433.5947142857143"
13,4,"09",0,7,"89.96545499018046","2932.005","437.6838571428571"
14,4,"10",0,7,"90.12930618245898","2874.808","440.20857142857136"
15,4,"11",0,4,"89.21461595830868","2873.304","451.46074999999996"
16,4,"12",0,7,"90.37680177040143","2738.479","419.582"
17,4,"13",0,7,"90.43635841292621","3009.721","449.5497142857143"
18,5,"10",0,5,"89.93729821498492","1949","309.53240000000005"
19,5,"12",0,8,"87.38168363342487","4695","730.2146250000001"
20,7,"01",0,8,"92.03082278985809","5430","728.4501250000001"
21,7,"02",0,8,"92.94541357581375","5556","755.3874999999999"
22,7,"03",0,8,"92.04350291553708","4827","673.9538749999999"
23,7,"04",0,8,"92.32033561092588","5420","723.296625"
24,7,"05",0,8,"91.83291731296076","5356","731.76825"
25,9,"03",0,8,"89.504642433129","2969","455.74237500000004"
26,9,"04",0,8,"90.1388824529203","2946","444.651625"
27,9,"05",0,7,"90.46007169883902","2855","459.7484285714286"
28,9,"06",0,8,"92.12530771124682","3077","470.63725000000005"
29,9,"11",0,8,"90.5732638744178","10306.872","1409.300125"
30,9,"12",0,8,"90.70459214133373","9984.761","1381.474875"
31,10,"01",0,8,"90.99903389651459","5698","868.5185"
32,12,"01",0,8,"92.0394634503906","11028.357","1682.0255"
33,13,"04",0,7,"91.83925987085348","1064.622","163.24757142857143"
34,13,"06",0,7,"92.64026653015573","999.216","140.36899999999997"
35,14,"05",0,8,"90.42435887608667","889.183","129.480625"
36,14,"09",0,4,"90.78325224934302","2116.947","314.31399999999996"
37,14,"10",0,8,"89.37369844581613","1676.464","242.2815"
38,15,"01А",0,7,"89.23276499137519","4925","781.1348571428572"
39,15,"01Б",0,7,"89.91387998481137","4900","783.6698571428572"
40,15,"02А",0,7,"89.81078832797294","4988","783.4775714285713"
41,15,"02Б",0,7,"90.19606275287025","4942","772.5588571428572"
42,15,"03А",0,7,"88.847065732145","5131","829.6375714285714"
43,15,"03Б",0,7,"90.30857797736162","4937","826.1317142857143"
44,15,"04А",0,7,"89.52528753318096","5045","793.2152857142858"
45,15,"04Б",0,7,"88.1288457476057","5157","804.3468571428572"
46,17,"05",0,7,"87.47999985599454","1753","290.6635714285714"
47,17,"08",0,8,"93.05720735687262","5579","813.3007499999999"
48,17,"09",0,8,"91.49507428869657","4804","749.420875"
49,17,"10",0,8,"92.81757748117471","5623","706.9773749999999"
50,18,"07",0,7,"88.07384986810881","3747","606.344"
51,18,"09",0,7,"90.22891879392795","3621","570.821142857143"
52,18,"10",0,7,"89.78305470245667","3485","565.9944285714286"
53,18,"11",0,7,"90.39934229004841","3702","580.7188571428571"
54,18,"12",0,7,"89.75215234061967","3740","579.9044285714286"
55,18,"14",0,7,"90.43024841364434","3587","567.5407142857142"
56,20,"01",0,6,"91.406847701416","10588","1570.2203333333334"
57,20,"02",0,7,"90.91040997520345","10939","1683.5861428571427"
58,20,"03",0,7,"90.41183106590502","10577","1593.2671428571427"
59,20,"04",0,7,"90.90314909826685","10831","1664.398"
60,20,"05",0,7,"91.62882474460811","10645","1630.057857142857"
61,20,"06",0,7,"91.29410921119933","10599","1583.0977142857141"
62,21,"01",0,8,"90.52041306876974","2493","312.87375000000003"
63,24,"01А",0,7,"92.4888043316186","4218.478","666.2438571428572"
64,24,"01Б",0,7,"92.60988611640991","4181.689","654.0877142857142"
65,24,"05А",0,7,"92.04192433989807","1873.672","311.4832857142857"
66,24,"05Б",0,7,"90.3582598506898","1890.752","321.3444285714286"
67,24,"06А",0,7,"91.36376814656823","4499.754","705.021142857143"
68,24,"06Б",0,7,"89.77987079882446","4352.684","726.3655714285713"
69,24,"08А",0,7,"92.09939367989263","4568.079","696.4574285714286"
70,24,"08Б",0,7,"91.19922735907129","4127.771","685.795"
71,24,"09А",0,7,"90.35488127373178","4149.499","626.1197142857143"
72,24,"09Б",0,7,"90.43609341435143","4452.405","666.7528571428571"
73,24,"10А",0,7,"91.6533675135509","3418.232","644.8174285714285"
74,24,"10Б",0,7,"88.94756154569014","4609.992","714.8022857142859"
75,25,"01А",0,7,"88.95099859246292","6858.787","1055.5418571428572"
76,25,"01Б",0,7,"88.61781421985546","6875.193","1041.8390000000002"
77,25,"02А",0,7,"90.48247276171624","6771.43","1031.3897142857143"
78,25,"02Б",0,7,"88.17528297177425","6442.786","1021.5350000000001"
79,25,"04А",0,7,"90.72859444170679","6749.492","984.217857142857"
80,25,"04Б",0,6,"89.32846713874982","5985.986","975.8403333333334"
81,25,"05Б",0,5,"89.63385199552961","7122.272","1046.89"
82,25,"06А",0,7,"89.26668758924941","7382.577","1094.1447142857144"
83,25,"06Б",0,7,"89.06553091039645","7184.426","1061.2032857142856"
84,25,"07",0,7,"89.72112055816314","20033.216","3339.709857142857"
85,25,"09",0,7,"90.1518474768207","23113.407","3622.8301428571426"
86,26,"01А",0,8,"79.13393831572212","2935.863","491.081375"
87,26,"01Б",0,8,"78.45977120999936","2527.333","424.067375"
88,26,"02Б",0,8,"83.86774972315644","2620.031","401.512875"
89,26,"04А",0,4,"84.46995365069225","2746.988","366.273"
90,26,"04Б",0,4,"83.34933218521026","2668.467","372.92749999999995"
91,26,"05",0,7,"82.32449657415988","10517.528","1809.921"
92,26,"08",0,8,"84.91548109138073","10801.941","1821.1106249999998"
93,1,"01А",1,26,"91.05755430423574","79838.91100000001","496.86342307692314"
94,1,"01Б",1,26,"87.84065439978963","87669.03100000003","566.2914999999999"
95,1,"02А",1,26,"89.93895825610832","96505.901","610.5821923076921"
96,1,"02Б",1,26,"89.2620472080989","86708.17599999999","550.4238076923076"
97,1,"04А",1,22,"90.60281856786125","68467.29600000002","503.3374545454544"
98,1,"04Б",1,19,"88.34682726244891","66684.588","579.9799473684211"
99,1,"05А",1,9,"86.27759348894335","23514.443","451.43722222222215"
100,1,"05Б",1,10,"86.80247327356119","34345.67","587.8879"
101,1,"06А",1,26,"91.37709746480678","83959.36200000001","520.4943846153845"
102,1,"06Б",1,26,"90.64863258125044","82895.00099999999","518.1285769230769"
103,2,"01",1,30,"92.77033154055572","146791.05900000004","783.4211999999999"
104,2,"02",1,30,"91.09210049179609","142786.09700000004","729.0080999999999"
105,2,"03",1,28,"89.47047797094876","125920.223","679.3512857142857"
106,2,"04",1,30,"92.14144902880057","190760.821","997.5826333333334"
107,2,"05",1,27,"91.93975397513039","155526.951","901.403"
108,2,"06",1,12,"90.95339355389312","72706.66500000001","937.584"
109,3,"08",1,11,"89.49669719942362","34881","505.5355454545454"
110,3,"09",1,26,"88.68894315971689","106816","661.2313461538462"
111,3,"10",1,26,"88.44967494694215","78637","487.7113846153846"
112,3,"12",1,19,"91.56566790756705","67493","553.2202631578947"
113,3,"13",1,31,"91.02830470319087","114218","577.3732903225806"
114,3,"14",1,29,"89.58725339003479","121050","664.4601724137931"
115,3,"16",1,10,"79.83385251218172","27965","502.4537"
116,4,"05",1,30,"89.528679316363","72481.073","385.51650000000006"
117,4,"06",1,30,"88.40483441933877","74280.535","400.11053333333336"
118,4,"07",1,22,"87.40844207992905","51202.590000000004","380.37136363636364"
119,4,"08",1,30,"87.80452693459641","76627.37100000001","415.5733333333332"
120,4,"09",1,19,"89.06986599518434","49354.60099999999","416.6221052631579"
121,4,"10",1,30,"89.52466513320482","77371.00499999999","411.5379666666666"
122,4,"11",1,6,"86.02828458841303","13238.507000000001","365.9595"
123,4,"12",1,30,"89.69678469357218","75384.40800000002","400.20790000000005"
124,4,"13",1,30,"90.39335605640976","83082.273","437.6759666666667"
125,4,"15",1,27,"91.3929771613415","66409.579","384.4585925925924"
126,4,"18",1,19,"88.95597969703749","61050.61100000001","515.5197894736842"
127,5,"10",1,29,"89.97358075332659","46718","255.94248275862066"
128,5,"12",1,26,"86.46735567756667","98020","622.8521538461538"
129,5,"13",1,24,"89.22763065985674","97443","650.0514166666668"
130,6,"06",1,22,"92.22015510086895","58897.807","417.4769999999999"
131,6,"10",1,14,"91.9675813881458","38465.227","431.48307142857146"
132,6,"11",1,23,"90.80587543574255","64228.553","441.61247826086964"
133,6,"12",1,23,"91.69703066779296","67484.36","463.2391304347826"
134,6,"13",1,23,"91.00171219378599","61853.826","419.272"
135,6,"14",1,23,"92.05142612165994","49693.157","337.8668695652175"
136,6,"16",1,10,"91.48281602190681","17754.492","281.6656"
137,7,"01",1,31,"92.1205082884235","147550.80099999998","745.5618387096775"
138,7,"02",1,31,"92.62550561683402","149397.05399999997","755.0086129032258"
139,7,"03",1,31,"91.66164347833522","132529.175","671.8423548387094"
140,7,"04",1,31,"92.3208263092847","146126.476","737.9195483870968"
141,7,"05",1,22,"91.5395608958568","95868.15299999999","681.2472727272726"
142,8,"01",1,21,"85.95129087288838","89845.93700000002","708.3761904761903"
143,8,"02",1,23,"86.73494667151037","110847.03","790.7503478260869"
144,8,"03",1,8,"86.99925970026955","28324.067000000003","579.6875"
145,8,"04",1,23,"91.94341317162191","116619.68400000001","781.6356086956521"
146,8,"05",1,23,"89.71150962979833","132342.27800000002","911.6381304347823"
147,9,"01",1,23,"89.57958436651855","63076","448.5495652173914"
148,9,"02",1,23,"91.14375850390282","63660","453.8568260869565"
149,9,"03",1,22,"89.97998586009776","58195","428.1886363636364"
150,9,"04",1,22,"91.43201585336374","60676","448.0895909090909"
151,9,"05",1,29,"90.85319627110786","71813","408.6135517241379"
152,9,"06",1,31,"92.52380095790934","87138","458.26277419354835"
153,9,"07",1,25,"90.60197469815603","69813.94699999999","449.92452000000003"
154,9,"08",1,26,"89.96624795934738","76960.487","481.11965384615394"
155,9,"09",1,21,"88.69052368863835","44124.852","348.618"
156,9,"10",1,24,"89.3103705187658","59163.444999999985","402.7443333333334"
157,9,"11",1,10,"90.57350377926139","97004.223","1396.2252"
158,9,"12",1,31,"91.04154548088474","316221.165","1470.8806129032257"
159,10,"01",1,31,"91.36700164049726","169157","851.925"
160,12,"01",1,29,"91.94709862932459","306168.79600000003","1616.6004137931031"
161,13,"01",1,11,"91.53138369091891","9126.488000000001","132.6489090909091"
162,13,"02",1,27,"92.2855594369793","24160.990000000005","138.46474074074072"
163,13,"04",1,30,"92.0686349346294","30666.644999999997","159.09543333333332"
164,13,"06",1,10,"91.89546858340489","8395.257","134.0263"
165,13,"07",1,25,"92.03223624345415","22985.466000000004","141.63948"
166,14,"05",1,25,"88.77985061388033","17987.516000000003","115.94116000000002"
167,14,"08",1,28,"89.94518320499725","53169.19099999999","301.71900000000005"
168,14,"09",1,15,"88.518452814124","16197.124000000002","174.2958"
169,14,"10",1,31,"89.6617476823233","44848.995","230.65367741935486"
170,14,"11",1,8,"86.47421587019765","9570.159","197.692875"
171,15,"01А",1,23,"89.20709820152608","107436","751.714608695652"
172,15,"01Б",1,25,"89.98182274052797","113686","729.4536"
173,15,"02А",1,27,"89.59012658914375","128266","762.1067777777779"
174,15,"02Б",1,28,"90.11862322815982","130555","749.2110000000001"
175,15,"03А",1,12,"88.36508107121432","60729","825.8695833333335"
176,15,"03Б",1,10,"90.32927484070133","49131","794.2157"
177,15,"04А",1,29,"89.0892683041003","138675","777.6649310344828"
178,15,"04Б",1,28,"88.00661873164849","139780","810.9125357142857"
179,15,"05А",1,20,"90.17558227117603","91138","748.4021499999999"
180,15,"05Б",1,28,"89.079177808345","133455","777.7553571428571"
181,17,"04",1,6,"84.74238631632954","10015","284.57033333333334"
182,17,"05",1,7,"87.47999985599454","12327","290.6635714285714"
183,17,"07",1,25,"91.88524661012501","105794","663.5200399999999"
184,17,"08",1,31,"93.3304703687935","144076","730.2294838709676"
185,17,"09",1,17,"90.67481764028898","71682","671.1534705882353"
186,17,"10",1,31,"92.75023404089784","142477","715.2097096774193"
187,18,"07",1,28,"87.8880502148896","104351","605.842642857143"
188,18,"09",1,19,"89.83708542527606","66598","556.9342631578946"
189,18,"10",1,30,"89.65969056790891","106390","565.0747666666667"
190,18,"11",1,30,"90.45865277588673","115321","607.1429333333332"
191,18,"12",1,30,"89.57542069481367","113676","604.3845999999999"
192,18,"13",1,20,"89.17189123129879","63655","509.5891500000001"
193,18,"14",1,30,"90.52849201482478","115262","606.3632333333333"
194,19,"05",1,23,"89.40795902908381","28779","201.40904347826086"
195,19,"06",1,21,"88.06976289323144","25672","200.85104761904768"
196,19,"07",1,8,"88.40809766419495","11622","236.79737500000002"
197,19,"08",1,26,"89.85384036837829","38187","236.29138461538466"
198,19,"09",1,26,"91.04480242411113","112822","680.2747307692308"
199,19,"10",1,26,"91.09627248804898","110575","666.3889999999999"
200,19,"11",1,19,"89.96285457904177","69257","581.475947368421"
201,19,"12",1,21,"89.63864929929936","77061","584.3946666666667"
202,20,"01",1,20,"91.0813816016659","186348","1460.23275"
203,20,"02",1,30,"90.39387320610126","309160","1636.38"
204,20,"03",1,28,"90.27890150744354","276243","1563.2591785714287"
205,20,"04",1,22,"89.8830710431849","191153","1387.4416363636365"
206,20,"05",1,30,"91.08345899165434","311717","1629.7077"
207,20,"06",1,30,"90.91201951852302","309027","1618.0254333333332"
208,21,"01",1,31,"90.31120297030846","58336","307.1930322580646"
209,21,"04",1,29,"89.92329717696217","52208","296.29124137931035"
210,21,"05",1,5,"83.3202462544626","8964","308.62059999999997"
211,22,"07M",1,5,"86.4338202003791","6823.924","5.1701999999999995"
